target_id	length	eff_length	est_counts	tpm
ApoEc1_136trans	333	1338.93	21	2.56555
ApoEc1_719trans	315	914.563	0	0
ApoEc1_750trans	462	1900.43	5	0.430365
ApoEc1_1163trans	324	212.01	0	0
ApoEc1_1164trans	444	331.645	0	0
ApoEc1_1769trans	315	481.788	0	0
ApoEc1_1805trans	375	1129.33	17.3747	2.51662
ApoEc1_2088trans	489	1963	0	0
ApoEc1_2214trans	300	400.213	0	0
ApoEc1_2672trans	1044	4791.11	18.1004	0.617976
ApoEc1_3432trans	534	421.62	0	0
ApoEc1_4567trans	399	1006.49	0	0
ApoEc1_4674trans	345	1332.96	107	13.1306
ApoEc1_4919trans	399	1322.06	1.46572	0.181349
ApoEc1_6235trans	339	226.96	0	0
ApoEc1_6236trans	468	1532.46	1.46756	0.156648
ApoEc1_7080trans	318	799.201	76	15.5552
ApoEc1_7183trans	357	1083.12	0.228526	0.0345125
ApoEc1_7368trans	396	1222.19	18.4681	2.47174
ApoEc1_7391trans	306	1052.5	1.14826	0.17846
ApoEc1_7393trans	495	980.738	0	0
ApoEc1_7394trans	495	866.034	81.9088	15.4709
ApoEc1_7491trans	522	2178.52	0	0
ApoEc1_8106trans	522	409.62	24.8975	9.94245
ApoEc1_8303trans	309	662.876	0	0
ApoEc1_8304trans	315	1542.67	0	0
ApoEc1_8306trans	399	910.21	0	0
ApoEc1_9284trans	300	1014.48	10	1.61241
ApoEc1_9293trans	405	1395.91	20.1709	2.36366
ApoEc1_9488trans	306	194.209	1.94306	1.63657
ApoEc1_9490trans	585	3424.03	2.86481	0.13686
ApoEc1_9620trans	441	1233.18	0	0
ApoEc1_10498trans	441	1516.77	447.343	48.2436
ApoEc1_11074trans	468	1890.06	40.2973	3.48754
ApoEc1_11144trans	1032	3593.62	5499.78	250.341
ApoEc1_11145trans	585	1850.63	9.0399	0.799031
ApoEc1_11232trans	348	1481.57	242	26.7185
ApoEc1_11534trans	1137	6015.5	413.974	11.2569
ApoEc1_12163trans	333	1085.42	0	0
ApoEc1_12328trans	618	2152.79	0	0
ApoEc1_12460trans	357	530.653	8.72523	2.68958
ApoEc1_12893trans	525	1399.46	11.9354	1.39507
ApoEc1_12985trans	315	470.018	4.79212	1.66775
ApoEc1_13281trans	444	1634.11	0	0
ApoEc1_13282trans	345	1217.87	1.44053	0.193482
ApoEc1_13768trans	408	1222.58	0	0
ApoEc1_13869trans	384	1246.41	0	0
ApoEc1_13870trans	636	2202.82	13.3881	0.994161
ApoEc1_13871trans	1071	4276.3	9.70965	0.37141
ApoEc1_13873trans	804	691.548	0	0
ApoEc1_13874trans	492	379.62	0	0
ApoEc1_14061trans	855	1963.19	42.6119	3.55049
ApoEc1_14062trans	408	1746.67	635.281	59.4942
