target_id	length	eff_length	est_counts	tpm
ApoEc1_136trans	333	2515.78	23	1.35016
ApoEc1_719trans	315	2040.4	0	0
ApoEc1_750trans	462	4029.48	8	0.293205
ApoEc1_1163trans	324	199.073	0	0
ApoEc1_1164trans	444	3114.63	0	0
ApoEc1_1769trans	315	1978.83	3.92237	0.292732
ApoEc1_1805trans	375	2559.05	11.4646	0.661621
ApoEc1_2088trans	489	363.417	0	0
ApoEc1_2214trans	300	175.625	0	0
ApoEc1_2672trans	1044	3303.8	100.389	4.48749
ApoEc1_3432trans	534	408.417	0	0
ApoEc1_4567trans	399	1197.47	54.4607	6.71661
ApoEc1_4674trans	345	2528.87	43	2.51115
ApoEc1_4919trans	399	273.607	20.292	10.9529
ApoEc1_6235trans	339	1977.44	0	0
ApoEc1_6236trans	468	3377.34	4.25794	0.186189
ApoEc1_7080trans	318	1738.21	126	10.7053
ApoEc1_7183trans	357	2375.04	0	0
ApoEc1_7368trans	396	2706.36	17.9115	0.977409
ApoEc1_7391trans	306	2175.64	8.20068	0.556665
ApoEc1_7393trans	495	1353.24	65.4455	7.14226
ApoEc1_7394trans	495	3797.19	0	0
ApoEc1_7491trans	522	4767.63	0	0
ApoEc1_8106trans	522	4748.77	0	0
ApoEc1_8303trans	309	184.407	9.32524	7.46816
ApoEc1_8304trans	315	2916.71	0	0
ApoEc1_8306trans	399	3966.74	0	0
ApoEc1_9284trans	300	2014.74	13	0.952917
ApoEc1_9293trans	405	3057.76	14.3046	0.690878
ApoEc1_9488trans	306	2102.64	0	0
ApoEc1_9490trans	585	6512.76	6.00669	0.136207
ApoEc1_9620trans	441	984.949	19.5391	2.92968
ApoEc1_10498trans	441	3259.75	357	16.1739
ApoEc1_11074trans	468	4092.77	46.5268	1.67886
ApoEc1_11144trans	1032	8535.25	1820.07	31.4922
ApoEc1_11145trans	585	4142.14	10.2458	0.365301
ApoEc1_11232trans	348	2754.61	147	7.88111
ApoEc1_11534trans	1137	12042.2	466.4	5.71982
ApoEc1_12163trans	333	713.564	24.4179	5.05366
ApoEc1_12328trans	618	4741.53	7.23997	0.225501
ApoEc1_12460trans	357	786.632	5.47478	1.02784
ApoEc1_12893trans	525	3449.91	220.866	9.45478
ApoEc1_12985trans	315	1923.63	0	0
ApoEc1_13281trans	444	997.506	8.95981	1.32652
ApoEc1_13282trans	345	2197.47	0	0
ApoEc1_13768trans	408	910.757	65.4296	10.6097
ApoEc1_13869trans	384	2843.12	27.9526	1.45197
ApoEc1_13870trans	636	5214.29	7.79286	0.220715
ApoEc1_13871trans	1071	10077.8	7.55967	0.110781
ApoEc1_13873trans	804	678.38	14.6867	3.1973
ApoEc1_13874trans	492	366.417	0	0
ApoEc1_14061trans	855	2871.63	0	0
ApoEc1_14062trans	408	3196.97	571.252	26.3887
ApoEc1_15335trans	462	5038.67	519.765	15.2342
ApoEc1_15850trans	396	2891.12	23.3241	1.19143
ApoEc1_15852trans	306	2104.97	0	0
ApoEc1_17401trans	900	9323.28	1004	15.9036
ApoEc1_17775trans	429	3124.75	0	0
ApoEc1_17959trans	858	7931.42	0	0
ApoEc1_19027trans	543	1734.97	71.3936	6.07712
ApoEc1_19028trans	408	3980.11	0	0
ApoEc1_19029trans	1290	14374	0	0
