target_id	length	eff_length	est_counts	tpm
ApoEc1_136trans	333	696.389	21	6.27907
ApoEc1_719trans	315	193.485	0	0
ApoEc1_750trans	462	1206.5	2	0.345167
ApoEc1_1163trans	324	202.126	0	0
ApoEc1_1164trans	444	320.579	0	0
ApoEc1_1769trans	315	193.485	0	0
ApoEc1_1805trans	375	819.97	12.0074	3.04916
ApoEc1_2088trans	489	365.413	0	0
ApoEc1_2214trans	300	597.159	0	0
ApoEc1_2672trans	1044	920.264	0	0
ApoEc1_3432trans	534	410.351	0	0
ApoEc1_4567trans	399	1106.43	0	0
ApoEc1_4674trans	345	802.059	16	4.15376
ApoEc1_4919trans	399	275.824	0	0
ApoEc1_6235trans	339	216.711	1.52608	1.4663
ApoEc1_6236trans	468	1103.67	6.34449	1.19697
ApoEc1_7080trans	318	602.317	113	39.0644
ApoEc1_7183trans	357	748.282	0	0
ApoEc1_7368trans	396	272.869	0	0
ApoEc1_7391trans	306	705.905	2.22335	0.655826
ApoEc1_7393trans	495	371.383	0	0
ApoEc1_7394trans	495	371.383	77.2062	43.287
ApoEc1_7491trans	522	398.351	0	0
ApoEc1_8106trans	522	1315.63	0	0
ApoEc1_8303trans	309	459.223	5.20254	2.35895
ApoEc1_8304trans	315	461.151	0	0
ApoEc1_8306trans	399	644.058	13.1662	4.25659
ApoEc1_9284trans	300	642.442	10	3.24111
ApoEc1_9293trans	405	925.616	14.5458	3.27216
ApoEc1_9488trans	306	383.959	0	0
ApoEc1_9490trans	585	1870.62	1.25899	0.140141
ApoEc1_9620trans	441	317.605	4.74973	3.11393
ApoEc1_10498trans	441	1118.56	145.222	27.0335
ApoEc1_11074trans	468	1266.21	16.5179	2.71629
ApoEc1_11144trans	1032	2628.83	6546.1	518.498
ApoEc1_11145trans	585	1300.64	63.5008	10.166
ApoEc1_11232trans	348	830.289	79	19.8119
ApoEc1_11534trans	1137	3675.54	10.8264	0.613323
ApoEc1_12163trans	333	406.957	9.11063	4.66152
ApoEc1_12328trans	618	1472.91	2.07681	0.293595
ApoEc1_12460trans	357	234.378	0	0
ApoEc1_12893trans	525	1051.62	24.1008	4.77198
ApoEc1_12985trans	315	368.698	1.20542	0.680764
ApoEc1_13281trans	444	320.579	0	0
ApoEc1_13282trans	345	222.584	0	0
ApoEc1_13768trans	408	881.968	22.8822	5.40223
ApoEc1_13869trans	384	867.231	0	0
ApoEc1_13870trans	636	1637.59	4.22313	0.536978
ApoEc1_13871trans	1071	947.264	18.2136	4.00361
ApoEc1_13873trans	804	680.264	0	0
ApoEc1_13874trans	492	368.413	0	0
ApoEc1_14061trans	855	731.264	0	0
ApoEc1_14062trans	408	995.889	453.81	94.8836
ApoEc1_15335trans	462	1360.95	367.14	56.1714
ApoEc1_15850trans	396	885.973	12.6558	2.97439
ApoEc1_15852trans	306	348.655	12.6981	7.58353
ApoEc1_17401trans	900	2833.53	281	20.6493
ApoEc1_17775trans	429	305.657	0	0
ApoEc1_17959trans	858	2496.05	0	0
ApoEc1_19027trans	543	1598.81	3.98687	0.519235
ApoEc1_19028trans	408	284.801	0	0
ApoEc1_19029trans	1290	2429.43	650.114	55.7202
ApoEc1_19093trans	651	1836.81	3.5999	0.408089
ApoEc1_19094trans	438	1115.75	36.1952	6.75481
ApoEc1_19096trans	612	488.314	0	0
ApoEc1_19099trans	588	1449.71	27.7779	3.98975
ApoEc1_19100trans	390	266.869	31.5756	24.6366
ApoEc1_19228trans	321	199.258	0	0
ApoEc1_19229trans	720	2222.7	24.3949	2.28532
ApoEc1_19231trans	303	609.272	3.91205	1.33697
ApoEc1_19336trans	1020	1771.97	3.31632	0.389698
ApoEc1_19337trans	369	246.14	0	0
ApoEc1_19338trans	354	775.404	93.9697	25.2341
ApoEc1_19411trans	450	581.963	14.2782	5.10863
ApoEc1_19432trans	297	562.18	1.61932	0.599771
ApoEc1_19433trans	336	702.987	45.8181	13.5712
ApoEc1_19638trans	402	889.533	19	4.44753
