target_id	length	eff_length	est_counts	tpm
ApoEc1_136trans	333	322.823	35	22.9266
ApoEc1_719trans	315	156.491	2.33827	3.15966
ApoEc1_750trans	462	587.717	7	2.51864
ApoEc1_1163trans	324	164.382	0	0
ApoEc1_1164trans	444	278.269	0	0
ApoEc1_1769trans	315	156.491	0	0
ApoEc1_1805trans	375	407.965	22.6408	11.7356
ApoEc1_2088trans	489	322.852	0	0
ApoEc1_2214trans	300	143.726	0	0
ApoEc1_2672trans	1044	877.459	0	0
ApoEc1_3432trans	534	756.039	1.23982	0.346776
ApoEc1_4567trans	399	234.186	0	0
ApoEc1_4674trans	345	343.36	62	38.1837
ApoEc1_4919trans	399	234.186	0	0
ApoEc1_6235trans	339	332.389	0.532314	0.338655
ApoEc1_6236trans	468	554.822	4.88139	1.86049
ApoEc1_7080trans	318	284.107	226	168.214
ApoEc1_7183trans	357	295.156	0	0
ApoEc1_7368trans	396	231.322	0	0
ApoEc1_7391trans	306	313.67	2.19145	1.47739
ApoEc1_7393trans	495	328.852	0	0
ApoEc1_7394trans	495	328.852	9.00682e-05	5.79171e-05
ApoEc1_7491trans	522	355.77	0	0
ApoEc1_8106trans	522	355.77	0	0
ApoEc1_8303trans	309	316.925	0	0
ApoEc1_8304trans	315	156.491	0	0
ApoEc1_8306trans	399	388.94	0	0
ApoEc1_9284trans	300	268.234	3	2.36507
ApoEc1_9293trans	405	451.029	20.0553	9.40288
ApoEc1_9488trans	306	148.77	0	0
ApoEc1_9490trans	585	418.579	0	0
ApoEc1_9620trans	441	275.338	0	0
ApoEc1_10498trans	441	547.776	337.357	130.233
ApoEc1_11074trans	468	619.276	22.4112	7.65272
ApoEc1_11144trans	1032	1581.96	2890.15	386.332
ApoEc1_11145trans	585	739.774	168.913	48.2837
ApoEc1_11232trans	348	355.542	320	190.324
ApoEc1_11534trans	1137	1941.15	2.88883	0.314702
ApoEc1_12163trans	333	342.706	5.40817	3.33706
ApoEc1_12328trans	618	813.833	4.67801	1.21552
ApoEc1_12460trans	357	193.975	0	0
ApoEc1_12893trans	525	619.435	1	0.341382
ApoEc1_12985trans	315	156.491	0	0
ApoEc1_13281trans	444	278.269	0	0
