target_id	length	eff_length	est_counts	tpm
ApoEc1_136trans	333	811.946	41	9.35926
ApoEc1_719trans	315	164.942	6.19878	6.96564
ApoEc1_750trans	462	1457.72	3	0.381445
ApoEc1_1163trans	324	173.379	0	0
ApoEc1_1164trans	444	289.95	0	0
ApoEc1_1769trans	315	164.942	0	0
ApoEc1_1805trans	375	970.074	4.36083	0.8332
ApoEc1_2088trans	489	334.871	0	0
ApoEc1_2214trans	300	151.378	0	0
ApoEc1_2672trans	1044	2128.57	0	0
ApoEc1_3432trans	534	379.807	5.03236	2.4558
ApoEc1_4567trans	399	1213.26	0	0
ApoEc1_4674trans	345	838.162	40	8.84539
ApoEc1_4919trans	399	245.426	0	0
ApoEc1_6235trans	339	815.506	0	0
ApoEc1_6236trans	468	1318.22	24.2106	3.4041
ApoEc1_7080trans	318	707.193	120	31.4505
ApoEc1_7183trans	357	462.291	14.1138	5.65865
ApoEc1_7368trans	396	1083.49	8.38727	1.43476
ApoEc1_7391trans	306	772.027	12	2.88094
ApoEc1_7393trans	495	340.871	119.485	64.9692
ApoEc1_7394trans	495	1592.29	0	0
ApoEc1_7491trans	522	367.839	0	0
ApoEc1_8106trans	522	1631.39	0	0
ApoEc1_8303trans	309	810.731	0	0
ApoEc1_8304trans	315	164.942	4.09114	4.59726
ApoEc1_8306trans	399	614.023	0	0
ApoEc1_9284trans	300	711.927	6	1.56207
ApoEc1_9293trans	405	1085.51	14.1376	2.41394
ApoEc1_9488trans	306	156.778	0.706267	0.834965
ApoEc1_9490trans	585	2089.6	2.13105	0.189023
ApoEc1_9620trans	441	286.975	0	0
ApoEc1_10498trans	441	1338.1	336.288	46.5807
ApoEc1_11074trans	468	1488.38	36.4327	4.53694
ApoEc1_11144trans	1032	3572.03	1385.93	71.9138
ApoEc1_11145trans	585	1681.73	46.1279	5.08384
ApoEc1_11232trans	348	883.796	264	55.3652
ApoEc1_11534trans	1137	4595.11	18.1997	0.734098
ApoEc1_12163trans	333	809.171	0	0
ApoEc1_12328trans	618	1889.03	0	0
ApoEc1_12460trans	357	204.623	0	0
ApoEc1_12893trans	525	1480.27	2.18203	0.273214
ApoEc1_12985trans	315	164.942	0	0
ApoEc1_13281trans	444	1226.15	0	0
ApoEc1_13282trans	345	397.35	0.000625203	0.00029163
ApoEc1_13768trans	408	1114.84	0	0
ApoEc1_13869trans	384	1101.2	0	0
ApoEc1_13870trans	636	2242.13	1.8357	0.151749
ApoEc1_13871trans	1071	916.77	14.3228	2.89569
ApoEc1_13873trans	804	649.77	0	0
ApoEc1_13874trans	492	1711.06	1.05992	0.114813
ApoEc1_14061trans	855	3548.89	0	0
ApoEc1_14062trans	408	1177.51	732.173	115.248
ApoEc1_15335trans	462	1497.19	376.564	46.6172
ApoEc1_15850trans	396	999.161	51.6174	9.57515
ApoEc1_15852trans	306	156.778	10.7082	12.6595
ApoEc1_17401trans	900	3582.48	502	25.972
ApoEc1_17775trans	429	612.477	2	0.605236
ApoEc1_17959trans	858	3183.03	0	0
ApoEc1_19027trans	543	927.807	0	0
ApoEc1_19028trans	408	1229.78	2.53503	0.382068
ApoEc1_19029trans	1290	2744.49	675.252	45.6025
ApoEc1_19093trans	651	496.77	0	0
ApoEc1_19094trans	438	1394.48	31.6922	4.21237
ApoEc1_19096trans	612	457.77	0	0
ApoEc1_19099trans	588	1937.62	5.54816	0.530719
ApoEc1_19100trans	390	1087.24	0	0
ApoEc1_19228trans	321	869.754	3.16619	0.674723
ApoEc1_19229trans	720	2652.73	34.3139	2.39752
ApoEc1_19231trans	303	681.159	1.13546	0.308965
ApoEc1_19336trans	1020	3984.8	0	0
ApoEc1_19337trans	369	215.985	0	0
ApoEc1_19338trans	354	900.267	14.5503	2.99562
ApoEc1_19411trans	450	1179.31	0	0
ApoEc1_19432trans	297	612.351	2.40844	0.728987
ApoEc1_19433trans	336	796.438	90.5592	21.0749
ApoEc1_19638trans	402	1084.69	74	12.6447
ApoEc1_19748trans	399	1152.91	69.5011	11.1733
ApoEc1_20479trans	534	1626.4	33.9495	3.86892
ApoEc1_20482trans	348	795.098	44.0307	10.2641
ApoEc1_21169trans	357	1046.41	21.5472	3.81659
ApoEc1_21921trans	336	184.706	0	0
ApoEc1_21923trans	429	1146.18	23.6945	3.83159
ApoEc1_21932trans	399	1016.87	20.7255	3.77766
ApoEc1_21933trans	435	280.999	1.35167	0.891561
ApoEc1_21940trans	450	295.95	0	0
ApoEc1_21941trans	537	1655.79	3.10766	0.347867
ApoEc1_21942trans	303	638.442	9	2.6128
ApoEc1_22156trans	450	1340.89	17.4037	2.40565
ApoEc1_22157trans	333	746.803	6.35379	1.57693
ApoEc1_22277trans	315	369.414	4.76006	2.38827
ApoEc1_22279trans	408	254.253	13.2533	9.66149
ApoEc1_22333trans	300	151.378	1.7963	2.19938
ApoEc1_22456trans	519	1594	3.20845	0.37307
ApoEc1_22948trans	1068	3980.48	3.64361	0.169661
ApoEc1_22951trans	1347	2649.5	247.157	17.29
ApoEc1_22957trans	612	457.77	0	0
ApoEc1_23142trans	375	907.567	366	74.7459
ApoEc1_23501trans	309	159.457	5.12004	5.95135
ApoEc1_24213trans	735	2549.34	6.71736	0.488378
ApoEc1_24215trans	546	1838.32	5.35088	0.539496
ApoEc1_24223trans	333	771.122	0.00104766	0.000251816
ApoEc1_24224trans	354	451.493	1.17138	0.480874
ApoEc1_25755trans	309	159.457	0	0
ApoEc1_25952trans	366	1069.57	9.19713	1.59378
ApoEc1_25955trans	351	1009.24	0	0
ApoEc1_26262trans	903	3423.65	2.57703	0.139514
ApoEc1_26356trans	369	488.52	0	0
ApoEc1_26358trans	315	164.942	27.4239	30.8165
ApoEc1_26866trans	1575	3356.59	87.7691	4.8465
ApoEc1_27275trans	411	1160.48	0	0
ApoEc1_27315trans	357	204.623	0	0
ApoEc1_27495trans	342	816.347	1.07435	0.243925
ApoEc1_27909trans	300	151.378	0	0
ApoEc1_28148trans	540	884.168	3.35109	0.702485
ApoEc1_28303trans	450	1388.59	2.0966	0.279851
ApoEc1_28759trans	342	190.345	0	0
ApoEc1_28784trans	387	1120.06	7.16444	1.18557
ApoEc1_29449trans	312	379.015	1355.38	662.814
ApoEc1_29717trans	315	164.942	0	0
ApoEc1_29768trans	357	953.384	35	6.80432
