target_id	length	eff_length	est_counts	tpm
ApoEc1_136trans	333	1807.62	39	3.10244
ApoEc1_719trans	315	649.435	0	0
ApoEc1_750trans	462	1673.64	20	1.71835
ApoEc1_1163trans	324	220.249	0	0
ApoEc1_1164trans	444	340.188	0	0
ApoEc1_1769trans	315	1285.38	1.30883	0.146419
ApoEc1_1805trans	375	766.846	33.2115	6.22768
ApoEc1_2088trans	489	385.188	0	0
ApoEc1_2214trans	300	604.109	7.93346	1.88839
ApoEc1_2672trans	1044	3859.51	5.64497	0.210318
ApoEc1_3432trans	534	1567.61	9.24089	0.84766
ApoEc1_4567trans	399	1119.54	0	0
ApoEc1_4674trans	345	1601.79	28	2.51361
ApoEc1_4919trans	399	926.079	1.86507	0.289596
ApoEc1_6235trans	339	726.76	1.70844	0.338029
ApoEc1_6236trans	468	1255.77	8.1379	0.931856
ApoEc1_7080trans	318	589.258	25	6.1007
ApoEc1_7183trans	357	802.147	10.445	1.87241
ApoEc1_7368trans	396	928.7	12.3435	1.91121
ApoEc1_7391trans	306	752.475	21.295	4.06939
ApoEc1_7393trans	495	2399.43	4.26671	0.2557
ApoEc1_7394trans	495	739.797	56.0776	10.8999
ApoEc1_7491trans	522	1943.78	0	0
ApoEc1_8106trans	522	418.188	24.6055	8.4607
ApoEc1_8303trans	309	1394.63	2.67944	0.276267
ApoEc1_8304trans	315	1402.37	4.96392	0.508987
ApoEc1_8306trans	399	1797.89	0	0
ApoEc1_9284trans	300	933.378	6	0.924355
ApoEc1_9293trans	405	1314.95	46.148	5.04647
ApoEc1_9488trans	306	1009.24	1.93484	0.275676
ApoEc1_9490trans	585	3048.03	6.57065	0.30998
ApoEc1_9620trans	441	901.076	22.6168	3.60923
ApoEc1_10498trans	441	1027.13	210.628	29.4874
ApoEc1_11074trans	468	1504.29	7.52663	0.719473
ApoEc1_11144trans	1032	2443.72	23041.5	1355.83
ApoEc1_11145trans	585	1384.3	30.1533	3.1322
ApoEc1_11232trans	348	1340.51	39	4.18349
ApoEc1_11534trans	1137	4743.59	491.919	14.9119
ApoEc1_12163trans	333	908.183	32.561	5.15549
ApoEc1_12328trans	618	1755.09	35.033	2.87027
ApoEc1_12460trans	357	896.361	6.61471	1.06114
ApoEc1_12893trans	525	965.851	46.5087	6.92419
ApoEc1_12985trans	315	1017.92	5.24984	0.741616
ApoEc1_13281trans	444	1221.36	0	0
ApoEc1_13282trans	345	918.143	6.5427	1.02469
ApoEc1_13768trans	408	809.41	43.8743	7.79449
ApoEc1_13869trans	384	848.931	44.6382	7.56101
ApoEc1_13870trans	636	1418.83	24.4326	2.47619
ApoEc1_13871trans	1071	2942.74	32.2647	1.5766
ApoEc1_13873trans	804	700.188	0	0
ApoEc1_13874trans	492	388.188	0	0
ApoEc1_14061trans	855	1763.44	0	0
ApoEc1_14062trans	408	1582.9	273.667	24.8608
ApoEc1_15335trans	462	3323.43	268.909	11.6349
ApoEc1_15850trans	396	1508.57	20.9996	2.00166
ApoEc1_15852trans	306	1176.76	54.9929	6.71993
ApoEc1_17401trans	900	4276.98	1291	43.4044
ApoEc1_17775trans	429	1135.86	3.3391e-07	4.22717e-08
ApoEc1_17959trans	858	3088.62	15.1344	0.704606
ApoEc1_19027trans	543	2749.41	8.35369	0.436902
ApoEc1_19028trans	408	1971.34	3.50082	0.25536
ApoEc1_19029trans	1290	2886.22	0	0
ApoEc1_19093trans	651	547.188	0	0
ApoEc1_19094trans	438	1078.42	49.502	6.60057
ApoEc1_19096trans	612	508.188	0	0
ApoEc1_19099trans	588	1572.07	40.5224	3.70654
ApoEc1_19100trans	390	1006.79	0	0
ApoEc1_19228trans	321	1458.24	7.62491	0.751882
ApoEc1_19229trans	720	3273.08	20.667	0.907961
ApoEc1_19231trans	303	800.867	6.31037	1.13303
ApoEc1_19336trans	1020	4243.77	9.12318	0.309129
ApoEc1_19337trans	369	265.23	0	0
ApoEc1_19338trans	354	935.05	547.029	84.1242
ApoEc1_19411trans	450	1008.22	6.15733	0.87818
ApoEc1_19432trans	297	532.483	6.75822	1.82504
ApoEc1_19433trans	336	719.715	53.31	10.6511
ApoEc1_19638trans	402	860.741	81	13.5319
ApoEc1_19748trans	399	2030.4	30.2335	2.14117
ApoEc1_20479trans	534	1547.63	40.534	3.76614
ApoEc1_20482trans	348	648.405	32.7359	7.25977
ApoEc1_21169trans	357	1568.85	5.46303	0.500723
ApoEc1_21921trans	336	232.249	0	0
ApoEc1_21923trans	429	968.963	17.5707	2.60752
ApoEc1_21932trans	399	1045.58	15.7527	2.16641
ApoEc1_21933trans	435	1230.96	61.5406	7.18891
ApoEc1_21940trans	450	1174.8	4.69767	0.574997
ApoEc1_21941trans	537	1398.98	8.89057	0.913824
ApoEc1_21942trans	303	555.055	9.44678	2.44733
ApoEc1_22156trans	450	1407.77	56.1443	5.7348
ApoEc1_22157trans	333	672.19	17.1988	3.67919
ApoEc1_22277trans	315	871.773	3.97913	0.656342
ApoEc1_22279trans	408	1129.87	29.548	3.7605
ApoEc1_22333trans	300	429.489	2.32731	0.779197
ApoEc1_22456trans	519	1862.81	37.4912	2.89405
ApoEc1_22948trans	1068	4448.35	26.8025	0.866406
ApoEc1_22951trans	1347	2780.12	1078.99	55.8082
ApoEc1_22957trans	612	1371.7	0	0
ApoEc1_23142trans	375	754.141	561	106.968
ApoEc1_23501trans	309	549.486	8.33271	2.18059
ApoEc1_24213trans	735	2283.21	103.148	6.4962
ApoEc1_24215trans	546	1904.23	16.9	1.27619
ApoEc1_24223trans	333	749.281	7.86601	1.50958
ApoEc1_24224trans	354	250.249	4.53384	2.60519
ApoEc1_25755trans	309	205.279	0	0
ApoEc1_25952trans	366	570.078	10.9878	2.77154
ApoEc1_25955trans	351	1191.02	0	0
ApoEc1_26262trans	903	3150	8.11553	0.370469
ApoEc1_26356trans	369	1448.12	0	0
ApoEc1_26358trans	315	669.056	33.7547	7.25465
ApoEc1_26866trans	1575	7309.81	29.3625	0.577607
ApoEc1_27275trans	411	934.191	2.49866	0.384606
ApoEc1_27315trans	357	1697.9	7	0.592832
ApoEc1_27495trans	342	817.617	11.8748	2.08844
ApoEc1_27909trans	300	723.024	6	1.19328
ApoEc1_28148trans	540	1478.41	8.52388	0.829062
ApoEc1_28303trans	450	993.538	3.01801	0.436799
ApoEc1_28759trans	342	2294.66	5	0.313327
ApoEc1_28784trans	387	1815.72	13.7486	1.08882
ApoEc1_29449trans	312	750.538	1817	348.119
ApoEc1_29717trans	315	896.225	4	0.641783
ApoEc1_29768trans	357	1253.29	12	1.37681
ApoEc1_30112trans	336	636.219	9.59972	2.16969
ApoEc1_30245trans	327	781.597	7	1.28784
ApoEc1_30571trans	315	762.155	17	3.20738
ApoEc1_30661trans	330	544.115	5	1.32137
ApoEc1_30710trans	405	1104.35	20	2.60417
ApoEc1_31002trans	342	925.426	0.335788	0.0521758
ApoEc1_31053trans	366	989.773	13	1.88866
ApoEc1_31055trans	348	1329.73	19	2.05464
ApoEc1_31081trans	705	3219.43	16.9958	0.759114
ApoEc1_31087trans	354	1841.84	11	0.858787
ApoEc1_31385trans	456	1642.92	16.25	1.42228
ApoEc1_31946trans	297	873.854	18	2.96196
ApoEc1_33097trans	300	782.476	9	1.65393
ApoEc1_33163trans	555	1682.09	8.16747	0.698206
ApoEc1_33459trans	501	1327.23	7.56637	0.819759
ApoEc2_483trans	432	328.188	0	0
ApoEc2_551trans	906	4543.93	32.0419	1.01399
ApoEc2_1991trans	372	945.826	39.9803	6.07828
ApoEc2_2087trans	402	871.919	0	0
ApoEc2_2764trans	531	751.51	86.2914	16.5112
ApoEc2_3194trans	741	2886.63	0	0
ApoEc2_3574trans	444	736.215	8.46786	1.65392
ApoEc2_3575trans	300	386.736	1.42589	0.530172
ApoEc2_3674trans	720	842.681	51.9257	8.86063
ApoEc2_3675trans	480	1014.43	4.30177	0.609777
ApoEc2_3679trans	300	529.88	5.04591	1.36933
ApoEc2_4073trans	732	1242.4	47.6132	5.51078
ApoEc2_4074trans	1704	3713.15	451.196	17.473
ApoEc2_4402trans	444	340.188	0.561981	0.237546
ApoEc2_4433trans	384	700.717	8.06325	1.65468
