target_id	length	eff_length	est_counts	tpm
ApoEc1_136trans	333	1772.03	20	2.36995
ApoEc1_719trans	315	1671.86	0	0
ApoEc1_750trans	462	3095.91	1	0.0678253
ApoEc1_1163trans	324	183.058	0	0
ApoEc1_1164trans	444	2693.49	0	0
ApoEc1_1769trans	315	1502.65	0	0
ApoEc1_1805trans	375	2027.05	20.0335	2.07526
ApoEc1_2088trans	489	346.629	0	0
ApoEc1_2214trans	300	159.934	4.51973	5.93406
ApoEc1_2672trans	1044	8728.62	10.4087	0.250396
ApoEc1_3432trans	534	1460.65	0	0
ApoEc1_4567trans	399	256.821	11.0225	9.01213
ApoEc1_4674trans	345	1854.99	23	2.60355
ApoEc1_4919trans	399	256.821	7.59393	6.20891
ApoEc1_6235trans	339	197.538	0.511874	0.544116
ApoEc1_6236trans	468	2761.45	7.87374	0.598719
ApoEc1_7080trans	318	1456.53	113	16.2906
ApoEc1_7183trans	357	1943.63	0.926269	0.10007
ApoEc1_7368trans	396	2213.93	21.2047	2.01116
ApoEc1_7391trans	306	1649.54	2.26724	0.288612
ApoEc1_7393trans	495	352.629	79.317	47.2311
ApoEc1_7394trans	495	3158.89	0	0
ApoEc1_7491trans	522	1375.06	0	0
ApoEc1_8106trans	522	379.629	3.21739	1.77961
ApoEc1_8303trans	309	168.526	1.36426	1.69985
ApoEc1_8304trans	315	1969.47	2.18141	0.232577
ApoEc1_8306trans	399	2775.33	0	0
ApoEc1_9284trans	300	1567.45	34	4.55475
ApoEc1_9293trans	405	2395	4.0179	0.352269
ApoEc1_9488trans	306	165.615	0	0
ApoEc1_9490trans	585	4573.8	0	0
ApoEc1_9620trans	441	2555.76	0	0
ApoEc1_10498trans	441	2820.03	255	18.9874
ApoEc1_11074trans	468	3205.3	28.139	1.8434
ApoEc1_11144trans	1032	7332.35	395.788	11.3344
ApoEc1_11145trans	585	3466.89	2.57727	0.156099
ApoEc1_11232trans	348	1943.11	179	19.3435
ApoEc1_11534trans	1137	3539.23	4.90707	0.291135
ApoEc1_12163trans	333	1654.45	0	0
ApoEc1_12328trans	618	475.629	0	0
ApoEc1_12460trans	357	2037.46	0	0
ApoEc1_12893trans	525	382.629	0	0
ApoEc1_12985trans	315	174.359	0	0
ApoEc1_13281trans	444	2568.89	0	0
ApoEc1_13282trans	345	1679.5	1.22935	0.1537
ApoEc1_13768trans	408	867.966	37.9502	9.18102
ApoEc1_13869trans	384	2339.85	0	0
ApoEc1_13870trans	636	4560.18	12.4459	0.57309
ApoEc1_13871trans	1071	928.629	13.1961	2.98389
ApoEc1_13873trans	804	661.629	0	0
ApoEc1_13874trans	492	349.629	0	0
ApoEc1_14061trans	855	7465.94	0	0
ApoEc1_14062trans	408	2601.67	287.545	23.2077
ApoEc1_15335trans	462	3540.84	178.034	10.5579
ApoEc1_15850trans	396	2249.41	43.29	4.04108
ApoEc1_15852trans	306	1539.34	0	0
ApoEc1_17401trans	900	7539.14	197	5.48686
ApoEc1_17775trans	429	2587.69	3.87814	0.314696
ApoEc1_17959trans	858	6621.81	0	0
ApoEc1_19027trans	543	1522.52	4.62422	0.637755
ApoEc1_19028trans	408	2849.31	0	0
ApoEc1_19029trans	1290	4231.42	144.407	7.16608
