target_id	length	eff_length	est_counts	tpm
ApoEc1_136trans	333	3932	23	1.0572
ApoEc1_719trans	315	2737.32	0	0
ApoEc1_750trans	462	5452.06	2	0.0662997
ApoEc1_1163trans	324	198.133	0	0
ApoEc1_1164trans	444	317.694	0	0
ApoEc1_1769trans	315	759.04	0	0
ApoEc1_1805trans	375	3376.07	21.2846	1.13945
ApoEc1_2088trans	489	362.694	5.69066	2.83573
ApoEc1_2214trans	300	2488.27	0	0
ApoEc1_2672trans	1044	13928.1	0	0
ApoEc1_3432trans	534	407.661	2.79048	1.23715
ApoEc1_4567trans	399	5871.02	0	0
ApoEc1_4674trans	345	3908.9	18	0.832262
ApoEc1_4919trans	399	272.794	8.2729	5.48107
ApoEc1_6235trans	339	787.675	0	0
ApoEc1_6236trans	468	4438.56	1.16821	0.0475688
ApoEc1_7080trans	318	2242.06	57	4.59483
ApoEc1_7183trans	357	876.598	20.2274	4.17045
ApoEc1_7368trans	396	3734.08	12.3157	0.596101
ApoEc1_7391trans	306	180.247	0	0
ApoEc1_7393trans	495	368.694	111.733	54.772
ApoEc1_7394trans	495	5010.7	0	0
ApoEc1_7491trans	522	1731.47	5.38731	0.562339
ApoEc1_8106trans	522	7304.69	0	0
ApoEc1_8303trans	309	1113.32	0	0
ApoEc1_8304trans	315	4333.28	0	0
ApoEc1_8306trans	399	1537.62	0	0
ApoEc1_9284trans	300	174.34	0	0
ApoEc1_9293trans	405	4172.84	6.02267	0.260856
ApoEc1_9488trans	306	180.247	0	0
ApoEc1_9490trans	585	9836.01	4.78852	0.0879883
ApoEc1_9620trans	441	3681.99	0	0
ApoEc1_10498trans	441	4435.03	183	7.45757
ApoEc1_11074trans	468	5617.68	29.0437	0.934409
ApoEc1_11144trans	1032	10808.5	1580.05	26.421
ApoEc1_11145trans	585	5262.3	1.09253	0.0375234
ApoEc1_11232trans	348	4153.61	136	5.91774
ApoEc1_11534trans	1137	17829.3	207.382	2.10222
ApoEc1_12163trans	333	835.042	11.6009	2.51088
ApoEc1_12328trans	618	6511.67	0	0
ApoEc1_12460trans	357	3402.68	1.21669	0.064625
ApoEc1_12893trans	525	4605.06	4.6434	0.18224
ApoEc1_12985trans	315	2610.7	0	0
ApoEc1_13281trans	444	4328.48	0	0
ApoEc1_13282trans	345	3044.92	1.07718	0.0639376
ApoEc1_13768trans	408	3618.85	22.1391	1.10569
ApoEc1_13869trans	384	3985.79	0	0
ApoEc1_13870trans	636	7101.81	8.50493	0.216443
ApoEc1_13871trans	1071	13648.2	8.25176	0.109273
ApoEc1_13873trans	804	677.661	14.7354	3.93
ApoEc1_13874trans	492	6804.95	0	0
ApoEc1_14061trans	855	3508.23	0	0
ApoEc1_14062trans	408	4672.22	329.197	12.7343
ApoEc1_15335trans	462	7348.91	348.982	8.58269
ApoEc1_15850trans	396	4102.69	14.0397	0.61849
ApoEc1_15852trans	306	180.247	1.52894	1.53309
ApoEc1_17401trans	900	13867.9	804	10.4782
ApoEc1_17775trans	429	4036.76	2.79794	0.12527
ApoEc1_17959trans	858	2947.81	26.3168	1.61353
ApoEc1_19027trans	543	2249.55	0	0
